POI_id,POI_catid,latitude,longitude
3fd66200f964a52000e71ee3,dadaf29f8b913c15bafc4b7f130e860b,40.73359624463056,-74.00313913822174
3fd66200f964a52001e81ee3,82de7386a4a637b485692be27b7035da,40.75637696194763,-73.9676529760629
3fd66200f964a52003e71ee3,0d5b5817dcfc33638175c2024ea40cca,40.73968518262072,-74.00601983070374
3fd66200f964a52004e41ee3,82de7386a4a637b485692be27b7035da,40.71836264775439,-73.9908166227313
3fd66200f964a52004e61ee3,93ca8855da5f3e38ba775faefe219bd6,40.72284169882771,-73.9941164689654
3fd66200f964a52005eb1ee3,dadaf29f8b913c15bafc4b7f130e860b,40.73492041854701,-73.98829722365633
3fd66200f964a52008e91ee3,a550f4c1980e30a3b2c1fbe85c078a60,40.736827,-73.986909
3fd66200f964a52008f11ee3,a5afbbdec15e32c5af9226f4e504c2a8,40.77300701660423,-73.9158862978038
3fd66200f964a52009e61ee3,82de7386a4a637b485692be27b7035da,40.721941345858085,-73.9962589623642
3fd66200f964a5200ae51ee3,82de7386a4a637b485692be27b7035da,40.72607169369348,-73.98347854614258
3fd66200f964a5200ae61ee3,82de7386a4a637b485692be27b7035da,40.72988845526377,-74.00061269591029
3fd66200f964a5200ae71ee3,82de7386a4a637b485692be27b7035da,40.73258001246407,-74.00255978107452
3fd66200f964a5200ae91ee3,2e9a87c737da33bab43c342e1ef82ee2,40.75739368035236,-73.99330097284587
3fd66200f964a5200ce91ee3,82de7386a4a637b485692be27b7035da,40.785953,-73.976422
3fd66200f964a5200de71ee3,82de7386a4a637b485692be27b7035da,40.73233045525843,-74.0016399059716
3fd66200f964a5200fe41ee3,dadaf29f8b913c15bafc4b7f130e860b,40.721100383119634,-73.98792418909154
3fd66200f964a52010e81ee3,43caa345e710347a8767e3cc528d71f6,40.75915318364546,-73.97472977757178
3fd66200f964a52014e71ee3,ad4d615197b437239a2c92cc742c74b8,40.737556697609854,-74.00818752322094
3fd66200f964a52014eb1ee3,dadaf29f8b913c15bafc4b7f130e860b,40.763315061816776,-73.98416510802596
3fd66200f964a52015e91ee3,e05eab91251d3f3db847c3bb91e41bb0,40.73662677399135,-73.9908854896675
3fd66200f964a52016e51ee3,82de7386a4a637b485692be27b7035da,40.72306684493416,-73.98850382710332
3fd66200f964a52017e31ee3,5c967737d5e73e5490a9e7d9e4b778bb,40.781856,-73.979227
3fd66200f964a52019eb1ee3,82de7386a4a637b485692be27b7035da,40.7246224724009,-73.99586106037441
3fd66200f964a5201deb1ee3,82de7386a4a637b485692be27b7035da,40.73878324326924,-73.98893998920552
3fd66200f964a5201fe51ee3,a550f4c1980e30a3b2c1fbe85c078a60,40.72547161917389,-73.98378318991934
3fd66200f964a52020e31ee3,3531718d55673df9b5aa81343df64a41,40.71634664858483,-73.9885425567627
3fd66200f964a52020e71ee3,0244703fb2b63377953d356ab8be7eff,40.74455698610794,-73.99065019420007
3fd66200f964a52020e81ee3,737b7b9919a439ef839b81f1b186c6b4,40.78058919476669,-73.98073882807061
3fd66200f964a52021e41ee3,82de7386a4a637b485692be27b7035da,40.71985365222551,-73.98849234913988
3fd66200f964a52023e41ee3,82de7386a4a637b485692be27b7035da,40.752294,-74.008758
3fd66200f964a52023e81ee3,0595033a50df32a5b5b20991be5d3c3d,40.77253079341116,-73.98344197864982
3fd66200f964a52024e41ee3,82de7386a4a637b485692be27b7035da,40.71999968137271,-73.9878323650875
3fd66200f964a52025e41ee3,82de7386a4a637b485692be27b7035da,40.72488010976164,-73.99468461067411
3fd66200f964a52028e41ee3,46c8a0a8a85a341db6c6ff441ddfabf3,40.736949700653255,-73.99083852767944
3fd66200f964a52029e61ee3,82de7386a4a637b485692be27b7035da,40.73083196786713,-74.00095127413708
3fd66200f964a5202be41ee3,82de7386a4a637b485692be27b7035da,40.726104216543966,-73.98921310901642
3fd66200f964a5202ee61ee3,1e9970a3fa82380899bfe455db49f05f,40.730178,-74.0003224
